freq (Hz),x0 (mm),x1 (mm),x2 (mm),x3 (mm),y0 (mm),y1 (mm),y2 (mm),y3 (mm),sum_sii (dB),sum_sij (db)
3.5,-45.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-54.53659228,-158.9608778
3.5,-30.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-55.79558298,-147.5803226
3.5,-24.41,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-53.3638799,-139.9825387
3.5,-75.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-51.1505328,-134.5212417
3.5,-60.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-56.3746575,-131.9158375
3.5,-45.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-53.36259088,-159.4026196
3.5,-30.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-53.80528669,-146.1769088
3.5,-24.41,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-56.50124307,-137.4981308
3.5,-75.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-54.38221571,-131.8042528
3.5,-60.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-55.38743332,-129.792938
3.5,-45.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-50.18886195,-157.5070565
3.5,-30.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-54.56189074,-144.3108402
3.5,-24.41,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-53.63805736,-135.5837621
3.5,-75.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-54.85878454,-128.2148043
3.5,-60.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-53.17259326,-126.2116171
3.5,-45.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-57.54463653,-153.6826173
3.5,-30.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-55.40500404,-141.3146024
3.5,-24.41,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-54.18543945,-131.0436652
3.5,-75.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-52.62710163,-122.5007803
3.5,-60.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-52.87904963,-119.5798563
3.5,-45.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-53.59865481,-153.7907671
3.5,-30.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-60.35371055,-139.2355043
3.5,-24.41,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-51.69987253,-128.8171915
3.55,-24.41,-75.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-61.18750441,-156.9855272
3.55,-24.41,-75.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-67.18224864,-154.4860975
3.55,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-67.43130759,-153.614157
3.55,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-68.60937422,-155.9697761
3.55,-24.41,-75.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-63.75533103,-155.93951
3.55,-24.41,-75.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-66.5056975,-155.3538743
3.55,-24.41,-75.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-67.99523518,-156.9410297
3.55,-24.41,-60.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-68.7706428,-159.535555
3.55,-24.41,-60.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-64.31673491,-161.1730016
3.55,-24.41,-60.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-63.17213698,-139.6144801
3.55,-24.41,-60.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-62.29740611,-140.1217394
3.55,-24.41,-60.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-64.12472444,-141.3492833
3.55,-24.41,-60.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-68.51129714,-143.3656825
3.55,-24.41,-60.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-66.70350832,-143.5992093
3.55,-24.41,-60.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-65.44655679,-145.8651977
3.55,-24.41,-60.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-61.96130086,-148.779066
3.55,-24.41,-45.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-67.58945555,-148.7615384
3.55,-24.41,-45.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-66.2814864,-151.4513234
3.55,-24.41,-45.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-63.64472263,-123.5521361
3.55,-24.41,-45.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-63.17321631,-128.8825924
3.55,-24.41,-45.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-66.79612015,-131.9763701
3.55,-24.41,-45.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-61.22112555,-135.9987167
3.55,-24.41,-45.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-62.94385849,-136.1441768
3.55,-24.41,-45.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-64.1191116,-138.7840018
3.55,-24.41,-45.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-69.07068375,-143.3265285
3.55,-24.41,-30.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-61.76112218,-144.1463767
3.55,-24.41,-30.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-67.96849628,-144.8859708
3.55,-24.41,-30.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-67.09443577,-104.6649348
3.55,-24.41,-30.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-62.82408426,-119.9694886
3.55,-24.41,-30.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-67.79323353,-124.328254
3.55,-24.41,-30.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-65.69445977,-129.6810434
3.55,-24.41,-30.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-68.09786775,-130.6955618
3.55,-24.41,-30.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-67.63406937,-133.3134636
3.55,-24.41,-30.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-63.47764908,-139.7433455
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-64.86006821,-141.3269832
3.55,-24.41,-24.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-66.0038456,-141.5229925
3.55,-24.41,-24.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-84.80780939,-97.78744161
3.55,-24.41,-24.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-67.32311603,-97.39184378
3.55,-24.41,-24.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-61.9690025,-116.0628055
3.55,-24.41,-24.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-64.86897107,-121.5522558
3.55,-24.41,-24.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-64.49733425,-127.5717541
3.55,-24.41,-24.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-65.04731691,-129.0637152
3.55,-24.41,-24.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-63.18197364,-131.9047696
3.55,-24.41,-24.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-67.48202183,-138.2411079
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-16.41,16.41,-64.57592292,-140.686042
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-16.41,16.41,-67.05536451,-140.5399018
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-16.41,16.41,-74.13640698,-97.26971187
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-16.41,16.41,-66.05266397,-116.9176576
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-16.41,16.41,-65.57617136,-132.9845527
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-131.41,16.41,-65.81618868,-148.0055863
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-131.41,16.41,-64.63034082,-154.5072004
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-131.41,16.41,-61.99675186,-139.7938006
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-131.41,16.41,-62.40075311,-142.3434459
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-131.41,16.41,-62.92599035,-147.0725803
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-116.41,16.41,-67.18075853,-154.6626632
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-116.41,16.41,-57.51346552,-158.9143666
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-116.41,16.41,-69.52321307,-140.6829411
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-116.41,16.41,-65.28075131,-143.209367
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-116.41,16.41,-61.69859433,-146.9266781
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-101.41,16.41,-65.20172725,-153.0358252
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-101.41,16.41,-66.04433987,-156.8675602
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-101.41,16.41,-65.52398613,-136.093069
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-101.41,16.41,-63.8088186,-140.5193274
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-101.41,16.41,-65.32249749,-146.0658158
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-86.41,16.41,-64.49959949,-152.8445714
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-86.41,16.41,-61.45887646,-156.3552253
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-86.41,16.41,-60.29596222,-130.4815906
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-86.41,16.41,-63.05978464,-134.847811
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-86.41,16.41,-64.45609079,-141.5143549
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-71.41,16.41,-63.40647002,-150.7312638
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-71.41,16.41,-67.46172587,-154.7367423
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-71.41,16.41,-66.88118119,-128.6065191
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-71.41,16.41,-66.18154409,-133.9487578
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-71.41,16.41,-62.61825958,-140.8393483
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-56.41,16.41,-66.71711585,-150.7818447
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-56.41,16.41,-63.34306792,-156.1465322
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-56.41,16.41,-67.05930949,-125.347472
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-56.41,16.41,-66.35835713,-132.4041077
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-56.41,16.41,-62.21042929,-140.888667
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-41.41,16.41,-62.58762938,-151.0804219
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-41.41,16.41,-65.57337912,-156.1165878
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-41.41,16.41,-68.26065217,-117.9471501
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-41.41,16.41,-62.94836471,-126.5584441
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-41.41,16.41,-63.63896632,-136.5482131
3.55,-24.41,-24.41,24.01,24.41,-16.41,16.41,-26.41,16.41,-65.69067009,-148.2965178
3.55,-24.41,-24.41,39.01,24.41,-16.41,16.41,-26.41,16.41,-65.73148812,-153.5728804
3.55,-24.41,-24.41,54.01,24.41,-16.41,16.41,-26.41,16.41,-57.06210539,-112.6572537
3.55,-24.41,-24.41,69.01,24.41,-16.41,16.41,-26.41,16.41,-62.82733104,-123.4404797
3.55,-24.41,-24.41,75.01,24.41,-16.41,16.41,-26.41,16.41,-63.44788199,-134.8642383
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,16.41,-65.52752139,-148.2350866
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,16.41,-67.11551428,-154.3828887
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,16.41,-64.88715088,-117.0475914
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,16.41,-65.56581972,-132.7364212
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,31.41,-63.50613472,-147.8891207
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,31.41,-65.64631602,-154.010816
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,31.41,-62.58798663,-114.7256612
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,31.41,-64.662222,-123.8790859
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,31.41,-61.20256709,-134.0543702
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,46.41,-63.6080647,-145.9255865
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,46.41,-67.40651831,-150.9647352
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,46.41,-65.85119831,-120.1810387
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,46.41,-66.75255414,-127.4926346
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,46.41,-69.59178875,-136.0595518
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,61.41,-60.33827628,-147.1604952
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,61.41,-66.26274033,-151.3269552
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,61.41,-59.05786177,-126.9194074
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,61.41,-67.43502454,-132.4636679
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,61.41,-68.860864,-139.2440097
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,76.41,-66.25468834,-148.54006
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,76.41,-68.58353732,-153.0457152
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,76.41,-67.11987711,-129.2090258
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,76.41,-66.0275594,-134.2411473
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,76.41,-67.71426663,-140.4826395
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,91.41,-64.10642898,-149.5783933
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,91.41,-66.10908923,-154.1352718
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,91.41,-64.52702303,-132.4669121
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,91.41,-62.42402627,-137.3027989
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,91.41,-62.99458948,-143.3387864
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,106.41,-66.36565894,-151.2799207
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,106.41,-60.08223386,-155.7806684
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,106.41,-67.88481003,-139.1099676
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,106.41,-66.73332026,-142.8958081
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,106.41,-63.76482621,-147.7215502
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,121.41,-66.28299933,-154.3451915
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,121.41,-63.10482789,-158.0816482
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,121.41,-67.23191708,-141.8786971
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,121.41,-58.99998174,-144.7335372
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,121.41,-68.90155169,-147.86187
3.55,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,131.41,-66.00272718,-155.329076
3.55,-24.41,-24.41,24.41,39.41,-16.41,16.41,-16.41,131.41,-64.21010695,-159.7043759
3.55,-24.41,-24.41,24.41,54.41,-16.41,16.41,-16.41,131.41,-62.94505706,-142.0654999
3.55,-24.41,-24.41,24.41,69.41,-16.41,16.41,-16.41,131.41,-66.88631881,-144.4012238
3.55,-24.41,-24.41,24.41,75.01,-16.41,16.41,-16.41,131.41,-63.73543646,-149.4297917
3.55,-75.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-64.8970135,-157.0038023
3.55,-60.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-66.61503998,-160.6205116
3.55,-45.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-64.80950828,-153.3411992
3.55,-30.01,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-65.2125799,-138.2852843
3.55,-75.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-66.92098161,-124.3677859
3.55,-60.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-65.45535985,-105.8386785
3.55,-45.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-64.81653506,-164.0353111
3.55,-30.01,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-67.02748955,-153.3096318
3.55,-24.41,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-60.90604592,-147.0784326
3.55,-75.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-66.36365642,-142.6952669
3.55,-60.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-58.88434459,-142.279563
3.55,-45.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-65.77158709,-164.4194462
3.55,-30.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-62.5055802,-153.2191144
3.55,-24.41,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-63.85025369,-147.9595373
3.55,-75.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-65.74195083,-144.5956473
3.55,-60.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-67.61639283,-143.5016445
3.55,-45.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-66.55871188,-161.4885108
3.55,-30.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-61.19395948,-152.3182671
3.55,-24.41,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-67.77222393,-145.3652923
3.55,-75.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-62.51068711,-140.4278295
3.55,-60.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-64.95939487,-138.6042101
3.55,-45.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-65.60215618,-159.7944871
3.55,-30.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-63.61789383,-148.0005823
3.55,-24.41,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-67.05270831,-139.8246221
3.55,-75.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-70.47848225,-133.9496643
3.55,-60.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-62.56608605,-132.7015175
3.55,-45.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-66.52475044,-159.6609805
3.55,-30.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-66.44710946,-146.2126968
3.55,-24.41,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-62.62366303,-138.8496316
3.55,-75.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-65.95337744,-132.7579359
3.55,-60.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-64.32559822,-130.9872763
3.55,-45.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-71.6582276,-156.4441793
3.55,-30.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-64.81640213,-144.7689853
3.55,-24.41,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-66.15112514,-136.1646036
3.55,-75.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-64.30147429,-128.9586143
3.55,-60.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-66.62104824,-126.31721
3.55,-45.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-61.48509864,-154.8341417
3.55,-30.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-63.85825344,-141.5266422
3.55,-24.41,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-65.46552065,-131.0407016
3.55,-75.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-67.17594677,-122.1753644
3.55,-60.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-66.36293239,-119.3353361
3.55,-45.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-66.28206671,-154.0384645
3.55,-30.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-58.85004837,-140.1286478
3.6,-24.41,-75.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-26.18548321,-168.0376099
3.6,-24.41,-75.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-27.46349704,-165.5266641
3.6,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-27.56173369,-164.5198022
3.6,-24.41,-75.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-27.77140584,-165.6682107
3.6,-24.41,-75.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-26.78691234,-166.2629736
3.6,-24.41,-75.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-27.37202187,-165.7228426
3.6,-24.41,-75.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-27.6316786,-167.3731917
3.6,-24.41,-60.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.94754048,-170.6204719
3.6,-24.41,-60.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-26.87675189,-173.3128965
3.6,-24.41,-60.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-26.50739726,-151.6638555
3.6,-24.41,-60.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-26.30977592,-152.5661389
3.6,-24.41,-60.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-26.7250339,-153.6045892
3.6,-24.41,-60.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-27.76516251,-154.2475499
3.6,-24.41,-60.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-27.38620399,-154.238143
3.6,-24.41,-60.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-27.03764547,-156.8549192
3.6,-24.41,-60.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-26.19372078,-160.5910337
3.6,-24.41,-45.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.65258517,-159.9977147
3.6,-24.41,-45.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-27.27342879,-162.9962651
3.6,-24.41,-45.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-26.51651411,-136.724779
3.6,-24.41,-45.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-26.64523888,-141.7464017
3.6,-24.41,-45.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-27.29423784,-144.2729005
3.6,-24.41,-45.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-26.14462427,-148.6978834
3.6,-24.41,-45.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-26.65535874,-148.0505357
3.6,-24.41,-45.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-26.77353777,-150.3372947
3.6,-24.41,-45.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-27.89757324,-154.6099141
3.6,-24.41,-30.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-26.25356485,-156.5880655
3.6,-24.41,-30.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-27.59822175,-156.3965082
3.6,-24.41,-30.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-26.98551364,-116.9421954
3.6,-24.41,-30.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-26.57452953,-133.4026461
3.6,-24.41,-30.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-27.58053946,-136.441017
3.6,-24.41,-30.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-27.13803802,-142.1106371
3.6,-24.41,-30.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-27.72347952,-142.6089247
3.6,-24.41,-30.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-27.57205185,-144.7794587
3.6,-24.41,-30.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-26.62271819,-151.8850492
3.6,-24.41,-24.41,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.0286016,-153.7345928
3.6,-24.41,-24.01,24.41,24.41,-16.41,16.41,-16.41,16.41,-27.17225471,-153.6375251
3.6,-24.41,-24.01,24.41,24.41,-16.41,31.41,-16.41,16.41,-30.23422506,-107.5974025
3.6,-24.41,-24.01,24.41,24.41,-16.41,46.41,-16.41,16.41,-26.94652371,-109.2975069
3.6,-24.41,-24.01,24.41,24.41,-16.41,61.41,-16.41,16.41,-26.24476918,-129.8516778
3.6,-24.41,-24.01,24.41,24.41,-16.41,76.41,-16.41,16.41,-26.94235658,-134.0473139
3.6,-24.41,-24.01,24.41,24.41,-16.41,91.41,-16.41,16.41,-26.87243634,-140.140415
3.6,-24.41,-24.01,24.41,24.41,-16.41,106.41,-16.41,16.41,-27.07061132,-141.4960447
3.6,-24.41,-24.01,24.41,24.41,-16.41,121.41,-16.41,16.41,-26.50845051,-144.092844
3.6,-24.41,-24.01,24.41,24.41,-16.41,131.41,-16.41,16.41,-27.54433866,-149.9600785
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-16.41,16.41,-26.91405876,-153.290132
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-16.41,16.41,-27.46230674,-152.6336733
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-16.41,16.41,-28.4716574,-108.1762413
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-16.41,16.41,-27.07794721,-129.9495253
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-16.41,16.41,-27.21730361,-145.3628996
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-131.41,16.41,-27.30167422,-159.0637177
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-131.41,16.41,-27.01495892,-165.3251079
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-131.41,16.41,-26.36702433,-151.802408
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-131.41,16.41,-26.51351776,-153.9323354
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-131.41,16.41,-26.62459372,-158.0929466
3.6,-24.41,-24.41,24.01,24.41,-16.41,16.41,-116.41,16.41,-27.67830878,-164.4215001
3.6,-24.41,-24.41,39.01,24.41,-16.41,16.41,-116.41,16.41,-25.18691743,-169.9853949
3.6,-24.41,-24.41,54.01,24.41,-16.41,16.41,-116.41,16.41,-28.18456036,-152.0528711
3.6,-24.41,-24.41,69.01,24.41,-16.41,16.41,-116.41,16.41,-27.22681741,-154.8610506
3.6,-24.41,-24.41,75.01,24.41,-16.41,16.41,-116.41,16.41,-26.41886076,-158.420681
