freq (Hz),x0 (mm),x1 (mm),x2 (mm),x3 (mm),y0 (mm),y1 (mm),y2 (mm),y3 (mm),sum_sii (dB),sum_sij (db)
3.65,-24.41,-24.41,24.41,24.41,-131.41,16.41,-16.41,16.41,-14.33591245,-180.4131692
3.65,-75.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-14.83799733,-174.7599304
3.65,-60.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-14.06962223,-175.3874371
3.65,-45.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-14.97720297,-198.4310331
3.65,-30.01,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-14.63682043,-187.437733
3.65,-24.41,-24.41,24.41,24.41,-116.41,16.41,-16.41,16.41,-14.78845827,-181.6807022
3.65,-75.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-14.96460267,-177.6777631
3.65,-60.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-15.10032167,-176.1412051
3.65,-45.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-14.93145451,-197.7500941
3.65,-30.01,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-14.44696536,-188.7024439
3.65,-24.41,-24.41,24.41,24.41,-101.41,16.41,-16.41,16.41,-15.01903125,-179.9817696
3.65,-75.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-14.5703214,-174.5118519
3.65,-60.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-14.80119007,-171.8537029
3.65,-45.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-14.95663439,-196.9367856
3.65,-30.01,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-14.6805547,-183.8864157
3.65,-24.41,-24.41,24.41,24.41,-86.41,16.41,-16.41,16.41,-15.02074521,-174.1727655
3.65,-75.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-15.32193578,-166.8589164
3.65,-60.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-14.61704025,-166.3320641
3.65,-45.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-14.9719605,-197.5433056
3.65,-30.01,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-15.01974405,-182.2997654
3.65,-24.41,-24.41,24.41,24.41,-71.41,16.41,-16.41,16.41,-14.67167315,-175.6775049
3.65,-75.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-14.95062233,-168.351177
3.65,-60.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-14.82765046,-166.2470854
3.65,-45.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-15.43088655,-193.1592907
3.65,-30.01,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-14.79732589,-182.3208867
3.65,-24.41,-24.41,24.41,24.41,-56.41,16.41,-16.41,16.41,-14.9547229,-173.3507247
3.65,-75.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-14.74794291,-164.2838545
3.65,-60.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-14.96335814,-160.3087721
3.65,-45.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-14.52164689,-193.2779232
3.65,-30.01,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-14.68202765,-178.4620783
3.65,-24.41,-24.41,24.41,24.41,-41.41,16.41,-16.41,16.41,-14.8599356,-166.7126104
3.65,-75.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-15.02183447,-155.5885825
3.65,-60.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-14.92038674,-152.1467367
3.65,-45.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-14.93320401,-190.0029026
3.65,-30.01,-24.41,24.41,24.41,-26.41,16.41,-16.41,16.41,-14.21699284,-176.5444346
